region,fixed_reliability,M,method,acceptance_ratio_mean,acceptance_ratio_std,acceptance_ratio_count,avg_cost_per_accepted_mean,avg_cost_per_accepted_std,avg_cost_per_accepted_count,p95_e2e_delay_accepted_mean,p95_e2e_delay_accepted_std,p95_e2e_delay_accepted_count,avg_e2e_delay_accepted_mean,avg_e2e_delay_accepted_std,avg_e2e_delay_accepted_count,capacity_rejection_ratio_mean,capacity_rejection_ratio_std,capacity_rejection_ratio_count,reliability_rejection_ratio_mean,reliability_rejection_ratio_std,reliability_rejection_ratio_count,qos_rejection_ratio_mean,qos_rejection_ratio_std,qos_rejection_ratio_count,rga_rejection_ratio_mean,rga_rejection_ratio_std,rga_rejection_ratio_count,final_utilization_mean,final_utilization_std,final_utilization_count,avg_utilization_over_time_mean,avg_utilization_over_time_std,avg_utilization_over_time_count,total_arrivals_mean,total_arrivals_std,total_arrivals_count,total_accepted_mean,total_accepted_std,total_accepted_count,avg_transmitted_bits_per_accepted_mean,avg_transmitted_bits_per_accepted_std,avg_transmitted_bits_per_accepted_count,avg_split_transmitted_bits_per_accepted_mean,avg_split_transmitted_bits_per_accepted_std,avg_split_transmitted_bits_per_accepted_count,acceptance_ratio_ci95,avg_cost_per_accepted_ci95,p95_e2e_delay_accepted_ci95,avg_e2e_delay_accepted_ci95,capacity_rejection_ratio_ci95,reliability_rejection_ratio_ci95,qos_rejection_ratio_ci95,rga_rejection_ratio_ci95,final_utilization_ci95,avg_utilization_over_time_ci95,total_arrivals_ci95,total_accepted_ci95,avg_transmitted_bits_per_accepted_ci95,avg_split_transmitted_bits_per_accepted_ci95
Alabama,0.998,1,DMDCA,0.18509714884,0.005083816495697031,5,20.46094285976,0.609733971673938,5,0.10363146048,0.004085200777908312,5,0.04916181824,0.0023606609835204527,5,0.0,0.0,5,0.0,0.0,5,0.00082726338,0.0005717514369906053,5,0.8140755878,0.004659231717540444,5,0.0949259347,0.02627283703485897,5,0.09089925826,0.008266782905327598,5,1449.0,19.974984355438178,5,268.2,8.043631020876086,5,1226504.2839311813,74411.48179653012,5,560400.9287063124,39007.65615027106,5,0.004456161633649224,0.5344553906707117,0.003580836363326099,0.002069210584945431,0.0,0.0,0.000501162231102919,0.004083996666590664,0.023029157032113716,0.00724615470436592,17.508845764355797,7.050553453453143,65224.53958858357,34191.718151617984
Alabama,0.998,1,MDCA,0.0769122886,0.006381508801093825,5,13.27918189616,0.4387988195340198,5,0.07028979744,0.00840786128815324,5,0.03211611142,0.0023353714520250105,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.9230877114,0.006381508801093785,5,0.031790260140000005,0.020966340834540794,5,0.028488915660000003,0.0017471841297733665,5,1449.0,19.974984355438178,5,111.4,8.61974477580398,5,201436.25669836992,26559.027184465394,5,0.0,0.0,5,0.005593639091477518,0.38462412365849447,0.0073698153591942395,0.0020470433332206023,0.0,0.0,0.0,0.005593639091477484,0.01837780803142145,0.001531474413485768,17.508845764355797,7.555539424819382,23280.01375868595,0.0
Alabama,0.998,2,DMDCA,0.9262003113,0.005974523611525615,5,59.917937663939995,0.43312991272771995,5,0.13002440166,0.002796070927894939,5,0.066602729,0.0006377075973686601,5,0.045399468139999996,0.005988732159265655,5,0.0,0.0,5,0.012941643320000001,0.003635984544411488,5,0.01545857726,0.0035984236861101703,5,0.9134720755,0.05660029774977003,5,0.8499453814400001,0.012229873582126636,5,1449.0,19.974984355438178,5,1342.0,14.159802258506307,5,1722997.9886300866,23376.798481608133,5,413481.8316785366,9180.023864176006,5,0.0052369008439911375,0.37965510775551137,0.002450864228556127,0.0005589753546938809,0.0052493551852055825,0.0,0.0031870809737255344,0.0031541574298031808,0.049612348419563954,0.010719956844858693,17.508845764355797,12.41161391600626,20490.66731646634,8046.645698984195
Alabama,0.998,2,MDCA,0.8922566591400001,0.006638427303561887,5,61.92180519604,0.883912731144077,5,0.12300785312,0.0037182063091046576,5,0.06121706284,0.0006926040328986598,5,0.05354022282,0.007890398705937916,5,0.0,0.0,5,0.00893607784,0.0033024436051249883,5,0.045267040140000006,0.008166415576908425,5,0.91507660756,0.04589016766072068,5,0.8571007469599999,0.011141609246938291,5,1449.0,19.974984355438178,5,1292.8,12.275992831539126,5,1223265.8528977411,18328.26943846368,5,0.0,0.0,5,0.005818838088066364,0.7747836695821354,0.0032591515281184306,0.0006070942020283464,0.0069162394074129925,0.0,0.0028947194500242267,0.007158178862092316,0.0402245054801877,0.00976605109671855,17.508845764355797,10.76038214934767,16065.43649873998,0.0
Alabama,0.998,3,DMDCA,0.93338519194,0.007365340956221836,5,60.27001612714,0.5260383188186828,5,0.13056058208,0.0035633485367942653,5,0.06680568828,0.0006589878935989816,5,0.051452840359999995,0.004568644770929938,5,0.00041573858,0.0003795546262054607,5,0.014746229119999999,0.003473777241854639,5,0.0,0.0,5,0.93476606486,0.04684322786155254,5,0.85700926896,0.011783455402734044,5,1449.0,19.974984355438178,5,1352.4,14.34573107234343,5,1731444.2001229567,13120.287021755006,5,409752.0116422414,16809.332897407494,5,0.006456005997785529,0.46109291634212635,0.003123412705872184,0.0005776283567631947,0.004004593706956532,0.0003326942985850138,0.0030449000041796507,0.0,0.041059899579305885,0.01032865405781739,17.508845764355797,12.574587706958818,11500.438636661362,14734.029917890448
Alabama,0.998,3,MDCA,0.90867031318,0.004342536813289021,5,63.106634688279996,0.8319271763588959,5,0.12419106974,0.00432856333361251,5,0.06210979422,0.0009120069611738432,5,0.08059156668,0.002224380745371128,5,0.0,0.0,5,0.01073812012,0.003151345930787809,5,0.0,0.0,5,0.93092590304,0.048080675234779754,5,0.8761604677200001,0.011848189449089785,5,1449.0,19.974984355438178,5,1316.6,12.641202474448404,5,1249597.252597148,13359.713092069776,5,0.0,0.0,5,0.003806401343649349,0.7292163217178352,0.0037941530486773033,0.0007994093479659881,0.001949755689360665,0.0,0.0027622764989686842,0.0,0.042144570025790806,0.010385395951236531,17.508845764355797,11.080502515680429,11710.304840434674,0.0
Alabama,0.998,4,DMDCA,0.9336595113599999,0.0065236039994857374,5,60.322882307600004,0.3906604518064113,5,0.1297686569,0.0025131876024205835,5,0.06679199452,0.0007580432633886655,5,0.052701458820000005,0.004723005065545243,5,0.0005554,0.000581861780950343,5,0.013083629820000001,0.00296390778585259,5,0.0,0.0,5,0.9307277168200001,0.03916854735743716,5,0.85875705016,0.012786687926723973,5,1449.0,19.974984355438178,5,1352.8,13.79130160644747,5,1723013.4081766643,28023.804264068425,5,408388.3697665833,9026.066166846,5,0.005718191024446728,0.34242898393308707,0.0022029060611350785,0.0006644542165945508,0.004139896470776924,0.0005100243383199112,0.002597979720977254,0.0,0.0343327455126905,0.011208026137202416,17.508845764355797,12.088608852965688,24563.94747846134,7911.695827243617
Alabama,0.998,4,MDCA,0.90867031318,0.004342536813289021,5,63.106634688279996,0.8319271763588959,5,0.12419106974,0.00432856333361251,5,0.06210979422,0.0009120069611738432,5,0.08059156668,0.002224380745371128,5,0.0,0.0,5,0.01073812012,0.003151345930787809,5,0.0,0.0,5,0.93092590304,0.048080675234779754,5,0.8761604677200001,0.011848189449089785,5,1449.0,19.974984355438178,5,1316.6,12.641202474448404,5,1249597.252597148,13359.713092069776,5,0.0,0.0,5,0.003806401343649349,0.7292163217178352,0.0037941530486773033,0.0007994093479659881,0.001949755689360665,0.0,0.0027622764989686842,0.0,0.042144570025790806,0.010385395951236531,17.508845764355797,11.080502515680429,11710.304840434674,0.0
Alabama,0.998,5,DMDCA,0.9340604712600001,0.006247810502313301,5,60.40827259128,0.5513366672243762,5,0.12933976204,0.0034985656553302197,5,0.0666611215,0.0008156624541399978,5,0.05297788002,0.005124894164247234,5,0.00041608875999999995,0.0009304027520335953,5,0.012545559940000001,0.001887624124940432,5,0.0,0.0,5,0.9290252349799999,0.045836172627233496,5,0.8596156524999999,0.014024197168037,5,1449.0,19.974984355438178,5,1353.4,15.725775020646829,5,1713188.4143585232,26468.7463954696,5,393563.9825113148,12388.984026436689,5,0.005476447365534182,0.4832678964295391,0.0030666280065932724,0.0007149596641073252,0.004492167797669524,0.0008155339695999999,0.0016545754968594617,0.0,0.04017717674658042,0.012292750813455582,17.508845764355797,13.78424956245351,23200.87915803324,10859.423298466421
Alabama,0.998,5,MDCA,0.90867031318,0.004342536813289021,5,63.106634688279996,0.8319271763588959,5,0.12419106974,0.00432856333361251,5,0.06210979422,0.0009120069611738432,5,0.08059156668,0.002224380745371128,5,0.0,0.0,5,0.01073812012,0.003151345930787809,5,0.0,0.0,5,0.93092590304,0.048080675234779754,5,0.8761604677200001,0.011848189449089785,5,1449.0,19.974984355438178,5,1316.6,12.641202474448404,5,1249597.252597148,13359.713092069776,5,0.0,0.0,5,0.003806401343649349,0.7292163217178352,0.0037941530486773033,0.0007994093479659881,0.001949755689360665,0.0,0.0027622764989686842,0.0,0.042144570025790806,0.010385395951236531,17.508845764355797,11.080502515680429,11710.304840434674,0.0
Alabama,0.999,1,DMDCA,0.11380903056,0.002350681691272886,5,17.49686271796,0.8668348158583298,5,0.09294564084,0.007372744648141654,5,0.04430129468,0.0022093487745914447,5,0.0,0.0,5,0.0,0.0,5,0.00028725408000000003,0.0003933399049053592,5,0.8859037153599999,0.00197100681887519,5,0.05611259791999999,0.02205084781186015,5,0.04880876568,0.005427297472688561,5,1407.4,14.673104647619724,5,160.2,4.8682645778552365,5,1067302.882938338,68282.25600724838,5,597832.2415438688,34248.25709237377,5,0.002060463349618936,0.7598142168209133,0.006462495619885062,0.0019365795860289932,0.0,0.0,0.00034477762812762093,0.0017276636505992517,0.01932842031017814,0.0047572359845534165,12.861543297753952,4.267222047187142,59852.03630698629,30019.92094001932
Alabama,0.999,1,MDCA,0.0382297505,0.0036628168415165727,5,10.67487357826,0.5087992849054054,5,0.06994071292000001,0.007775578398863451,5,0.02917058902,0.0012485301102493596,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.9617702495,0.0036628168415165554,5,0.01004250106,0.0057551656300953696,5,0.01000119434,0.0013784090769893612,5,1407.4,14.673104647619724,5,53.8,5.118593556827891,5,93891.41361248327,33554.24434361351,5,0.0,0.0,5,0.003210600519130755,0.44598223687709343,0.006815594970781158,0.0010943848938013668,0.0,0.0,0.0,0.00321060051913074,0.005044625095700153,0.0012082288276047733,12.861543297753952,4.4866450717657615,29411.591944095384,0.0
Alabama,0.999,2,DMDCA,0.78842256178,0.0071677310785117,5,57.35495286092,1.9111731032076529,5,0.12643984408,0.0034605100270012515,5,0.06383206432,0.0014577232386777026,5,0.0017179604800000002,0.0018036616612535031,5,0.0,0.0,5,0.008809487539999999,0.0022848958266549865,5,0.20104999021999997,0.005987362550312573,5,0.76710036816,0.08587204312462597,5,0.70760090674,0.012755545899271751,5,1407.4,14.673104647619724,5,1109.6,12.720062892926284,5,1662186.2586417783,42934.5706976405,5,443687.3196446216,13472.58086619848,5,0.006282793302908097,1.6752170864122808,0.0030332707776202167,0.0012777507555932813,0.0015809791525254282,0.0,0.002002799496843201,0.005248154670026684,0.07527016451103519,0.011180728946589004,12.861543297753952,11.149626720209074,37633.810516560334,11809.237806479656
Alabama,0.999,2,MDCA,0.6527365731,0.013395123960183816,5,50.74669985382,1.6494148863271292,5,0.11447439833999999,0.001789758975341364,5,0.05520943478,0.0008306359825579293,5,0.0,0.0,5,0.0,0.0,5,0.00399077206,0.0015989719954797154,5,0.34327265485999997,0.013656637923007595,5,0.61739745642,0.10729113861611703,5,0.57503198954,0.006940544180761931,5,1407.4,14.673104647619724,5,918.6,17.487138130637618,5,1026608.2553031134,21664.306629795643,5,0.0,0.0,5,0.011741343834866821,1.4457758930995992,0.0015687929110238346,0.0007280845404502888,0.0,0.0,0.0014015607497963628,0.011970570930059035,0.09404482949696423,0.0060836552068975125,12.861543297753952,15.32815240007745,18989.60202537199,0.0
Alabama,0.999,3,DMDCA,0.92165634526,0.021046828253335738,5,66.43258278073999,0.6147291569285462,5,0.13105593208,0.002480800177960725,5,0.0672620563,0.001427960099265501,5,0.06853869904000001,0.019735545759073093,5,0.0,0.0,5,0.00980495572,0.0016081445746748855,5,0.0,0.0,5,0.95081824784,0.028346712962838284,5,0.8787262590599999,0.0011486577896098397,5,1407.4,14.673104647619724,5,1297.2,35.37230555109463,5,1714560.0474489846,34601.452710939484,5,402061.11986958585,12297.154319072153,5,0.018448358364606975,0.5388338635961991,0.0021745172319133925,0.001251662213637083,0.017298968581015286,0.0,0.0014096008699552478,0.0,0.0248469894324437,0.0010068429449772833,12.861543297753952,31.00519285539117,30329.51054970679,10778.931011002185
Alabama,0.999,3,MDCA,0.89523105538,0.02297419890776463,5,69.0737513172,1.005774659305187,5,0.12469207099999999,0.002635685886631762,5,0.06242518741999999,0.0012324727524901176,5,0.09780522902,0.021386838883325304,5,0.0,0.0,5,0.00696371564,0.0016185320952958498,5,0.0,0.0,5,0.94997566884,0.01773089481965786,5,0.89234153192,0.003561425712009014,5,1407.4,14.673104647619724,5,1260.0,37.1012129181783,5,1242214.8087369758,26233.229446139103,5,0.0,0.0,5,0.020137773230654347,0.8816003592352111,0.002310280541459406,0.001080309999153797,0.01874639082224482,0.0,0.0014187059332279016,0.0,0.015541814558512305,0.0031217272756361553,12.861543297753952,32.52064698003409,22994.439449879144,0.0
Alabama,0.999,4,DMDCA,0.9192226484799999,0.022278525507027084,5,66.19727607308,0.6647144069322529,5,0.13012588862,0.0027530204272216085,5,0.06704335958,0.0013036938030303903,5,0.07025279702000001,0.02009317839153741,5,0.0005734767,0.0012823328847122537,5,0.009951077780000001,0.0024222324094753454,5,0.0,0.0,5,0.93698060376,0.04430338743753067,5,0.8793063566600001,0.0026475832622782254,5,1407.4,14.673104647619724,5,1293.8,37.890632087628205,5,1714279.2344419989,30127.146879807595,5,405874.61627874663,15005.143618019987,5,0.019527988609092804,0.5826478670133981,0.002413128800935507,0.0011427380024451,0.017612447404862952,0.001124014332,0.0021231803193568714,0.0,0.03883363128998089,0.002320709051013548,12.861543297753952,33.2126033908816,26407.60856941722,13152.588287679613
Alabama,0.999,4,MDCA,0.8962205945400001,0.022636824487786086,5,69.13076968586,0.8185885758841881,5,0.1247167978,0.002811597605721119,5,0.06247933538,0.0012669566773110873,5,0.09667232066,0.02104963218478952,5,0.0,0.0,5,0.007107084820000001,0.0016720659077236332,5,0.0,0.0,5,0.9495656234600001,0.012540432270097965,5,0.8931189687,0.003414735380429213,5,1407.4,14.673104647619724,5,1261.4,36.990539331023534,5,1242227.098123361,23945.62119841946,5,0.0,0.0,5,0.019842051512973247,0.7175245229024615,0.0024644739617330847,0.0011105364919658238,0.018450816118890257,0.0,0.001465630388751734,0.0,0.010992173537083053,0.0029931475308388237,12.861543297753952,32.423637303670894,20989.262411145348,0.0
Alabama,0.999,5,DMDCA,0.92281051592,0.019876341593091946,5,66.72670245182,0.9541476678287276,5,0.13080275215999998,0.002218834708529619,5,0.06716237977999999,0.001493161775712782,5,0.0669609437,0.01798999769725045,5,0.00028472998,0.00038991961275736315,5,0.0099438104,0.0017786435749265882,5,0.0,0.0,5,0.94167005128,0.03338671523440635,5,0.8793352852,0.0015342568355676282,5,1407.4,14.673104647619724,5,1298.8,32.84356862461813,5,1708547.585377866,32405.705619944907,5,400017.33675407077,13385.155253467312,5,0.017422381570894742,0.8363473059684662,0.0019448943737303986,0.0013088140029040454,0.015768928244317738,0.0003417796098752564,0.001559049832981404,0.0,0.029264746205347688,0.00134483541107499,12.861543297753952,28.788657210783562,28404.853365017156,11732.605878167404
Alabama,0.999,5,MDCA,0.8962205945400001,0.022636824487786086,5,69.13076968586,0.8185885758841881,5,0.1247167978,0.002811597605721119,5,0.06247933538,0.0012669566773110873,5,0.09667232066,0.02104963218478952,5,0.0,0.0,5,0.007107084820000001,0.0016720659077236332,5,0.0,0.0,5,0.9495656234600001,0.012540432270097965,5,0.8931189687,0.003414735380429213,5,1407.4,14.673104647619724,5,1261.4,36.990539331023534,5,1242227.098123361,23945.62119841946,5,0.0,0.0,5,0.019842051512973247,0.7175245229024615,0.0024644739617330847,0.0011105364919658238,0.018450816118890257,0.0,0.001465630388751734,0.0,0.010992173537083053,0.0029931475308388237,12.861543297753952,32.423637303670894,20989.262411145348,0.0
Arizona,0.996,1,DMDCA,0.29015057534,0.014344770771050862,5,22.06648722644,0.6914261396385274,5,0.12066374608000001,0.005191506392990369,5,0.05826715146,0.002359805990585219,5,0.0,0.0,5,0.0,0.0,5,0.0024758209400000003,0.0009967255501377363,5,0.7073736037,0.01339697727826662,5,0.0755458424,0.024954921128217945,5,0.0740847889,0.005962509221349872,5,1447.6,37.38716357254181,5,419.8,18.102486017119308,5,1397844.9064461025,58208.637474472605,5,534047.6026951196,19158.02372801022,5,0.012573745965762944,0.6060617330635875,0.0045505559905376705,0.002068461150594633,0.0,0.0,0.0008736684653273904,0.011742968339791916,0.0218739528062097,0.0052263697666798,32.77129377977009,15.86752860403913,51022.12034606047,16792.748201190836
Arizona,0.996,1,MDCA,0.1458042009,0.016001998972424682,5,16.1300939401,0.35136306470457274,5,0.09136493813999999,0.005997073977294108,5,0.04152589082,0.0017417469015852316,5,0.0,0.0,5,0.0,0.0,5,0.00014064698,0.0003144962081100534,5,0.8540551521199999,0.016110312582708224,5,0.03799184832,0.01126136736209573,5,0.030503525920000003,0.003632816648667939,5,1447.6,37.38716357254181,5,210.8,21.194338866782328,5,431189.36994965805,27227.462528270822,5,0.0,0.0,5,0.014026370531463559,0.30798330540513597,0.0052566671110952645,0.0015267084728453318,0.0,0.0,0.0002756680808,0.01412131159689267,0.009871023712967466,0.0031843041906760767,32.77129377977009,18.57765711816213,23865.923170672402,0.0
Arizona,0.996,2,DMDCA,0.98666814754,0.004694955925521213,5,45.0502741986,1.9711073028266066,5,0.13649727618000002,0.0009620649329008762,5,0.07049579142,0.000996374603351528,5,0.0,0.0,5,0.0,0.0,5,0.013331852459999998,0.004694955925521211,5,0.0,0.0,5,0.42230812902,0.03949746222946374,5,0.3987631287,0.021765011083049405,5,1447.6,37.38716357254181,5,1428.2,32.3063461258001,5,1797844.3644635088,25523.90281579634,5,415318.68816110014,10598.178066075132,5,0.0041153103155257015,1.7277517286660897,0.0008432870947841722,0.0008733608469061753,0.0,0.0,0.0041153103155257,0.0,0.03462105210965403,0.01907787337059204,32.77129377977009,28.317760928434986,22372.687244909812,9289.71266460937
Arizona,0.996,2,MDCA,0.9891351403599999,0.0033180867501888507,5,49.00666922528,2.2648146852061166,5,0.12762892,0.0016045376356816996,5,0.06496703708,0.0007289587072069721,5,0.0,0.0,5,0.0,0.0,5,0.010864859639999998,0.003318086750188834,5,0.0,0.0,5,0.46132497049999993,0.0399834789075449,5,0.43386387526,0.022555696270265792,5,1447.6,37.38716357254181,5,1431.8,33.618447316912174,5,1336208.3503964934,29382.577262300645,5,0.0,0.0,5,0.002908431271236144,1.9851976002837801,0.0014064392485297003,0.0006389604790652209,0.0,0.0,0.0029084312712361294,0.0,0.035047064511166175,0.019770939494939885,32.77129377977009,29.467868331455524,25754.964524156414,0.0
