Unnamed: 0,Disk (GB),Memory (GB),CPU (Core),Bandwidth (MB/s),Region,Latitude,Longitude
217,2357,16,12,657,Arizona,36.22634829706399,113.96425776299236
218,2309,16,12,653,Arizona,35.35768557269923,111.6639154733575
219,2241,16,12,639,Arizona,32.08092925075453,110.88452379239196
220,2230,16,12,638,Arizona,36.412347974228574,112.70249886006788
221,2230,16,12,638,Arizona,36.51812488137808,113.51246529964074
222,2230,16,12,638,Arizona,36.74139976573952,109.74768233071856
223,2230,16,12,638,Arizona,36.10415850557297,114.59531379224572
224,2230,16,12,638,Arizona,35.135497727514995,112.45301459033035
225,2230,16,12,638,Arizona,32.06036210001647,111.8429085640797
226,2230,16,12,638,Arizona,35.73983863545723,109.98197505621896
227,2230,16,12,638,Arizona,36.522253000813706,110.73890570129537
228,2230,16,12,638,Arizona,31.96555210488661,114.24054172940636
229,2230,16,12,638,Arizona,34.78491225515535,112.56528577524944
230,2230,16,12,638,Arizona,36.55448450694866,110.64859093904396
231,2230,16,12,638,Arizona,33.073618261891795,113.84321165084924
232,2230,16,12,638,Arizona,32.14629456000271,112.90855384732475
233,2230,16,12,638,Arizona,36.39745689175516,110.55627241241282
234,2230,16,12,638,Arizona,35.021432400549585,113.20792178574573
235,2230,16,12,638,Arizona,33.81475074925703,114.4433523680022
236,1982,16,12,638,Arizona,33.583552770936954,113.53206122461444
237,1982,16,12,638,Arizona,31.8912537940082,111.76515636918022
238,1982,16,12,638,Arizona,33.877344412538896,111.01883032519248
239,1982,16,12,638,Arizona,33.519294918414765,113.05477631931252
240,1982,16,12,638,Arizona,32.797746193193944,113.41752188131584
241,1982,16,12,638,Arizona,36.83725077587521,111.18941233915729
242,1982,16,12,638,Arizona,32.530876414497364,109.86132781487358
243,1982,16,12,638,Arizona,35.0537825423864,114.81750581001089
244,1982,16,12,638,Arizona,36.508177879316925,114.00885871483948
245,1982,16,12,638,Arizona,31.424159881558428,110.41821313405352
246,1982,16,12,638,Arizona,36.575242031880485,110.20330590520015
247,1982,16,12,638,Arizona,34.20185745909546,109.05821472937032
248,1982,16,12,638,Arizona,36.79328572191035,110.42303031917866
249,1982,16,12,638,Arizona,34.243106547043695,111.0391685872642
250,1972,16,12,638,Arizona,32.41191831224449,114.70811143154502
251,1846,16,12,622,Arizona,33.65595742442423,110.31486238113403
252,1734,16,12,613,Arizona,32.46222462928611,110.7672474119872
253,1734,16,12,607,Arizona,31.48941406104444,113.71381258751146
254,1734,16,12,603,Arizona,36.44277254330479,113.58772482543638
255,1734,16,12,596,Arizona,34.5064353034507,113.14126533833728
256,1734,16,12,592,Arizona,36.89380362763663,113.36806491732686
257,1734,16,12,592,Arizona,33.80100695500828,110.55033749489486
258,1734,16,12,592,Arizona,36.84790357256309,111.10590551901632
259,1734,16,12,589,Arizona,32.070358245434456,114.52239836036016
260,1734,16,12,589,Arizona,33.04338889370984,114.56188723555118
261,1734,16,12,585,Arizona,33.67956974404607,111.60040681415586
262,1734,16,12,574,Arizona,32.79243909950054,109.29657469308948
263,1734,16,12,574,Arizona,32.77927610709064,114.1780892646211
264,1734,16,12,567,Arizona,33.669963816991554,114.73526605277443
265,1717,16,12,567,Arizona,35.76515845333444,112.27606209626222
266,1679,16,12,558,Arizona,32.243504838740385,112.85227082177192
267,1543,16,12,556,Arizona,32.27663310327417,111.29930585200286
268,1487,16,12,540,Arizona,32.96248540087107,114.05551013686856
269,1487,16,12,536,Arizona,34.98052569606793,112.14230148241172
270,1487,16,12,527,Arizona,31.72961254143354,110.63601282734923
271,1487,16,12,526,Arizona,32.06832938968493,110.29585881420324
272,1487,16,12,525,Arizona,35.0685925588849,111.4364733797949
273,1487,16,12,521,Arizona,34.890137197624064,109.6783167529153
274,1487,16,12,521,Arizona,34.37157274946021,109.61395528386792
275,1487,16,12,518,Arizona,34.70587895056493,113.6703418897622
276,1487,16,12,514,Arizona,32.977041630887804,110.58970080942724
277,1487,16,12,510,Arizona,33.597889123747784,109.16287109690026
278,1487,16,12,509,Arizona,33.264094395896706,109.1225484489121
279,1487,16,12,509,Arizona,32.81937209584363,110.8566091006216
280,1487,16,12,506,Arizona,35.800842323938404,113.485954740614
281,1487,16,12,504,Arizona,33.916276758780405,109.99315616015248
282,1487,16,12,501,Arizona,36.59256768694208,113.78683082702509
283,1487,16,12,498,Arizona,34.2135165253858,110.97784148251267
284,1487,16,12,495,Arizona,35.56862831747504,111.49793811024118
285,1487,16,12,494,Arizona,32.11850804106762,110.21073603430156
286,1487,16,12,488,Arizona,31.61206042841154,111.89311492751442
287,1487,16,12,488,Arizona,31.874370498750768,113.44136458522442
288,1487,16,12,479,Arizona,34.44518151654328,112.0990345984682
289,1487,16,12,479,Arizona,35.08510731220626,111.4614015725957
290,1487,16,12,479,Arizona,32.74213331365768,113.24012734419873
291,1487,16,12,479,Arizona,32.471795807940275,110.49815690312874
292,1487,16,12,479,Arizona,35.47047638530003,114.66216850930805
293,1487,16,12,464,Arizona,32.07191939964125,113.38681187489831
294,1487,16,12,463,Arizona,32.7496134544172,110.02029783895688
295,1487,16,12,460,Arizona,36.89333881069099,113.54973261488756
296,1487,16,12,459,Arizona,35.76060153426377,112.17787157137128
297,1487,16,12,455,Arizona,32.48593913176523,114.4110199442843
298,1487,16,9,454,Arizona,34.09768174764052,110.8974655466448
299,1487,16,9,449,Arizona,35.93576658416121,111.54816627655713
300,1487,16,9,445,Arizona,31.70724925425093,110.8454981651584
301,1486,16,9,440,Arizona,31.80230840559194,110.16904714630608
302,1386,16,9,437,Arizona,31.940295041729787,113.02000441082708
303,1308,16,9,435,Arizona,32.998500678443754,111.41542408218412
304,1239,16,9,425,Arizona,35.39907002829077,112.08147821871827
305,1239,16,9,424,Arizona,35.516321922444355,111.45032579707964
306,1239,16,9,419,Arizona,36.55360849787083,113.29081730167026
307,1239,16,9,415,Arizona,36.2523650887299,111.22513223182428
308,1239,16,9,415,Arizona,31.966782529298925,113.2430607616372
309,1239,16,9,413,Arizona,35.513062100804234,109.59750589714083
310,1239,16,9,413,Arizona,33.183878760209126,109.1470623651042
311,1239,16,9,410,Arizona,31.368881997897915,110.45170492551055
312,1239,16,9,409,Arizona,31.6690614345018,114.81443343517226
313,1239,16,9,407,Arizona,34.331461691359806,112.22845861728136
314,1239,16,9,406,Arizona,32.003658505312764,113.63946325289206
315,1239,16,9,401,Arizona,36.25534393165238,110.64855484498663
316,1239,16,9,401,Arizona,34.80678023185633,112.44877175435327
317,1239,16,9,393,Arizona,35.97583829612941,110.50289171985432
318,1239,16,9,392,Arizona,31.710602809004,112.13776058792922
319,1239,16,9,386,Arizona,35.1519794393373,114.248082833365
320,1239,16,9,382,Arizona,33.60714082748779,112.89227539902195
321,1239,16,9,382,Arizona,35.03487589395563,114.61217279142748
322,1239,16,9,381,Arizona,34.42766148734347,111.62856915736968
323,1239,16,9,381,Arizona,35.71022814946985,112.01124419350612
324,1239,16,9,381,Arizona,36.226769521276566,109.31924518985748
325,1158,16,9,381,Arizona,34.688729268693535,109.14729329571202
326,1084,16,9,379,Arizona,36.81352609799264,113.56861742906568
327,991,16,9,377,Arizona,32.51370784068438,109.30368908569042
328,991,16,9,367,Arizona,34.03757699091583,112.33898940349876
329,991,16,9,367,Arizona,32.3818974361048,112.37226701561625
330,991,16,9,367,Arizona,34.03324017777908,111.72063762018874
331,991,16,9,364,Arizona,35.93739520531118,110.45488276993012
332,991,16,9,363,Arizona,32.39646253325382,110.1236230187248
333,991,16,9,361,Arizona,34.08366418489752,110.75389067138796
334,991,16,9,360,Arizona,36.08774622450474,110.90394857532954
335,991,16,9,360,Arizona,34.171849581403706,109.74451436502402
336,991,16,9,355,Arizona,36.41824246373301,111.23324357165082
337,991,16,9,351,Arizona,32.68760228328681,111.4505216478817
338,991,16,9,350,Arizona,32.185990658276125,113.19507177390898
339,991,16,9,347,Arizona,36.31688845326968,110.97508289581585
340,991,16,9,346,Arizona,36.28869116614853,112.74474505713232
341,991,15,9,336,Arizona,36.41578557805581,111.45372820279212
342,991,14,9,335,Arizona,34.018633588210506,113.49930308677972
343,991,13,9,333,Arizona,34.75451729938498,109.06171878216844
344,991,13,9,326,Arizona,34.01219454764035,114.4507811557424
345,991,13,9,326,Arizona,33.92899490191422,110.02096895839674
346,991,13,9,323,Arizona,32.33957390372909,110.80809676527645
347,991,13,9,321,Arizona,35.68427047060755,113.97725414356503
348,991,13,9,319,Arizona,33.22862791398097,109.64104165062702
349,991,13,9,317,Arizona,36.95278270294087,110.73153836774053
350,991,13,9,317,Arizona,35.806247555053545,112.5498574482518
351,991,13,9,317,Arizona,36.48625880179039,112.05140368172545
352,991,13,9,317,Arizona,32.08970043906031,110.48030808670288
353,991,13,9,317,Arizona,33.1797376137996,109.06525834525682
354,991,13,9,317,Arizona,34.39115590223087,111.3357705067466
355,991,13,9,317,Arizona,35.13471780983863,113.81055515885969
356,991,13,9,317,Arizona,36.09393614910958,111.04124531485604
357,991,13,9,317,Arizona,35.22743047795704,111.29719383528052
358,991,13,9,317,Arizona,33.14415112057872,112.98384134575936
359,991,11,9,317,Arizona,34.19927252927015,114.25330138450812
360,991,11,9,317,Arizona,32.0021051284232,111.26130716538192
361,991,10,9,317,Arizona,33.49729413209032,109.41353743688752
362,991,10,9,317,Arizona,35.04700641983518,110.48459341333808
363,991,10,9,317,Arizona,32.21397291355201,110.7617847659568
364,991,9,9,317,Arizona,36.993639792884,110.49357115041585
365,991,9,9,317,Arizona,32.01354100122617,113.19805655294576
366,991,9,9,317,Arizona,36.7450865657522,114.59545891608356
367,991,9,9,317,Arizona,34.49884915477318,113.1770832367752
368,991,8,9,317,Arizona,34.62431531029786,110.21594562704064
369,991,8,9,317,Arizona,33.161826213457154,113.65222440310131
370,991,8,9,316,Arizona,32.34636242253445,112.25903958768627
371,991,8,9,314,Arizona,36.4825965016522,109.22153013137113
372,991,8,9,314,Arizona,34.154351873012125,113.676873394652
373,991,8,9,313,Arizona,33.363502872310264,113.45970275198812
374,991,8,9,312,Arizona,36.71801033459418,111.22796629585008
375,991,8,9,312,Arizona,33.19390368338436,109.82788066143824
376,991,8,9,311,Arizona,36.20263111389725,111.50009149283352
377,991,8,9,311,Arizona,36.68672768796931,113.03473702849745
378,991,8,9,308,Arizona,36.23387074992154,113.64512402510375
379,961,8,9,308,Arizona,36.92239288828705,111.1490881291
380,925,8,9,308,Arizona,34.55622397727379,112.30550338481989
381,743,8,9,305,Arizona,32.659072610960735,113.68217777822456
382,743,8,6,305,Arizona,36.10790202259962,110.56499705935592
383,743,8,6,302,Arizona,35.87487432184054,114.64809952421308
384,743,8,6,301,Arizona,33.94228208705538,114.8190028741099
385,743,8,6,299,Arizona,34.20095364461091,110.50643816769156
386,743,8,6,299,Arizona,33.123580830269134,113.8888524221426
387,743,8,6,296,Arizona,32.45627194021405,112.38837536020772
388,743,8,6,296,Arizona,34.69220670104919,111.03531592738024
389,743,8,6,296,Arizona,33.45507141368677,112.524188244439
390,743,8,6,295,Arizona,35.089644663829326,111.32276389349678
391,743,8,6,293,Arizona,36.47828724838527,110.81895791827831
392,743,8,6,293,Arizona,32.9906548774969,114.0196550358608
393,743,8,6,293,Arizona,32.50586294280762,112.35000419543148
394,743,8,6,291,Arizona,35.96483039574836,114.43555445051672
395,743,8,6,287,Arizona,33.377167004895945,111.80345002090938
396,743,8,6,287,Arizona,34.95531243129363,113.07149958273575
397,743,8,6,285,Arizona,35.50781060449424,110.82466576584656
398,743,8,6,284,Arizona,32.526575839801886,109.29749047814028
399,743,8,6,283,Arizona,31.611590226187683,113.92735585889471
400,743,8,6,280,Arizona,33.50496569144053,113.76422222751492
401,743,8,6,278,Arizona,31.7346047112734,110.21989464651595
402,743,8,6,276,Arizona,31.514498559270955,114.31360461892558
403,743,8,6,275,Arizona,32.99978142887978,110.4413959459224
404,743,8,6,275,Arizona,31.860892698309534,109.83559424785147
405,743,8,6,275,Arizona,32.23432549795082,109.88533715601368
406,589,8,6,273,Arizona,36.88241491684138,113.01803806306349
407,495,8,6,270,Arizona,35.36991149678472,114.71913565870425
408,495,8,6,269,Arizona,32.84167854981494,111.19830218007854
409,495,8,6,269,Arizona,33.5581575832537,112.12962637258306
410,495,8,6,266,Arizona,31.822239559583785,114.44262144508136
411,495,8,6,263,Arizona,33.952810256725414,109.66001973684452
412,495,8,6,261,Arizona,33.1843328246011,113.64950730536049
413,495,8,6,257,Arizona,32.459511179587686,112.54639952928824
414,495,8,6,256,Arizona,36.47678513881811,112.11763156875756
415,495,8,6,256,Arizona,34.00939409613844,110.49409248379044
416,495,8,6,255,Arizona,35.02614877936333,112.65267535285508
417,495,8,6,253,Arizona,36.01135228564914,111.79307434381384
418,495,8,6,250,Arizona,36.25562891544482,110.07275770093923
419,495,8,6,250,Arizona,31.42681420911612,109.41820319105976
420,495,8,6,245,Arizona,33.83274798044306,110.77847534713904
421,495,8,6,243,Arizona,31.574710998718107,112.83386281839933
422,495,8,6,243,Arizona,35.61257154303409,113.99926803243486
423,495,8,6,242,Arizona,32.62050155761013,110.96297199921908
424,495,8,6,240,Arizona,32.007093273673675,113.56257257815103
425,495,8,6,240,Arizona,35.67240806401386,114.00228563855056
426,495,8,6,240,Arizona,32.17206694251915,109.44518067075563
427,495,8,6,239,Arizona,34.11472215532206,112.93732268138882
428,495,8,6,239,Arizona,35.360327925911506,114.7933225274972
429,495,8,6,238,Arizona,31.67571308812508,113.50892239902478
430,495,8,6,238,Arizona,32.784279035017654,109.41801603781263
431,495,8,6,238,Arizona,33.69061077109496,111.7603998828917
432,495,6,6,238,Arizona,36.74467769670692,114.59175047495836
433,495,6,6,238,Arizona,32.926068148126724,114.54317802850764
434,495,6,6,237,Arizona,32.047263812448136,113.9680556211264
435,495,6,6,237,Arizona,32.316451064727154,110.0229818720257
436,495,5,3,236,Arizona,35.49829168335405,111.79189389883358
437,495,5,3,235,Arizona,35.25201779369485,109.37411333522502
438,495,5,3,235,Arizona,36.71878859391381,114.48566339520649
439,495,5,3,235,Arizona,36.41791026157766,110.53027921447344
440,495,5,3,234,Arizona,31.63590108047677,112.57277629692766
441,495,5,3,234,Arizona,33.37945189455461,110.2611997873475
442,495,5,3,234,Arizona,34.24041929206186,109.58571850308364
443,495,5,3,233,Arizona,35.802278522969885,113.43398645693412
444,495,5,3,233,Arizona,36.079429754406746,113.68543683480516
445,495,5,3,232,Arizona,33.90090600995915,113.6936683633456
446,401,5,3,231,Arizona,35.98860643194289,110.4976148427017
447,304,5,3,230,Arizona,32.8739604918493,113.087211217299
448,275,4,1,229,Arizona,31.72452366672251,112.48847820884014
449,247,4,1,228,Arizona,36.43635459237452,113.58314169319374
450,247,3,1,226,Arizona,34.75865388164773,114.59780710878974
