Unnamed: 0,Disk (GB),Memory (GB),CPU (Core),Bandwidth (MB/s),Region,Latitude,Longitude
207,2706,16,12,745,Arizona,34.9846196442038,111.2346068427142
208,2581,16,12,735,Arizona,36.560659659633366,113.5775283166712
209,2478,16,12,735,Arizona,35.360694145122345,114.75189852212851
210,2478,16,12,717,Arizona,36.57790129373291,113.44916689215997
211,2478,16,12,704,Arizona,31.36510254741641,112.12149463634692
212,2478,16,12,702,Arizona,34.286671021508255,112.86875319570665
213,2478,16,12,692,Arizona,32.13396061762661,113.0325349355318
214,2478,16,12,671,Arizona,35.26262644987336,114.21262511219814
215,2478,16,12,671,Arizona,34.99367210501089,114.75322162045812
216,2478,16,12,668,Arizona,36.33011380935387,109.92160900910471
217,2357,16,12,657,Arizona,31.64900516963694,109.41388618270452
218,2309,16,12,653,Arizona,31.57614734769859,111.81464772697888
219,2241,16,12,639,Arizona,34.88647311432396,110.00156147620852
220,2230,16,12,638,Arizona,32.07159913488552,109.23614667613828
221,2230,16,12,638,Arizona,34.39521530868642,111.9076702932908
222,2230,16,12,638,Arizona,33.260614498399384,113.62862162518812
223,2230,16,12,638,Arizona,31.524591043258752,110.50606083338498
224,2230,16,12,638,Arizona,31.422967591290487,113.05111292560176
225,2230,16,12,638,Arizona,34.80966261427057,114.61737353924994
226,2230,16,12,638,Arizona,32.23411733658626,109.39628203528709
227,2230,16,12,638,Arizona,36.15243585009288,111.26826047074113
228,2230,16,12,638,Arizona,31.60155569099095,110.56097363397808
229,2230,16,12,638,Arizona,34.32029891396807,110.19296654452933
230,2230,16,12,638,Arizona,36.91076680639424,111.5575550246246
231,2230,16,12,638,Arizona,32.57649368980734,110.16426253453508
232,2230,16,12,638,Arizona,36.91878213166177,110.00486818033762
233,2230,16,12,638,Arizona,34.24717484412328,112.86811596057454
234,2230,16,12,638,Arizona,33.0525890402608,112.68734538493288
235,2230,16,12,638,Arizona,31.89491533943268,113.52513384969642
236,1982,16,12,638,Arizona,32.30132149075072,112.92277020524992
237,1982,16,12,638,Arizona,33.770450390131046,111.64455827395172
238,1982,16,12,638,Arizona,32.776184653473514,111.55843306438965
239,1982,16,12,638,Arizona,35.16732006306005,113.27932690127908
240,1982,16,12,638,Arizona,33.12783443580381,109.3886757907424
241,1982,16,12,638,Arizona,36.77211626991704,114.17540653158332
242,1982,16,12,638,Arizona,34.34810221499728,112.67916920263116
243,1982,16,12,638,Arizona,32.652768773443576,111.7036473922602
244,1982,16,12,638,Arizona,33.449796166117515,110.04192281533663
245,1982,16,12,638,Arizona,32.26575622518737,114.1884149041176
246,1982,16,12,638,Arizona,34.900427973277246,111.89950456672912
247,1982,16,12,638,Arizona,34.64996365982795,113.0588346787969
248,1982,16,12,638,Arizona,33.21102970556474,110.2981744524247
249,1982,16,12,638,Arizona,32.460851589067715,109.60561360456704
250,1972,16,12,638,Arizona,35.81655980363583,113.22376669304312
251,1846,16,12,622,Arizona,36.05307258270668,111.96590009835636
252,1734,16,12,613,Arizona,31.792694713637644,111.81531742567586
253,1734,16,12,607,Arizona,34.225424018668775,111.07295142648232
254,1734,16,12,603,Arizona,31.954618388988838,112.2523577291208
255,1734,16,12,596,Arizona,35.59913454508827,111.65315866191212
256,1734,16,12,592,Arizona,32.15206333795041,113.73968695126077
257,1734,16,12,592,Arizona,32.94026703836725,110.9673481814612
258,1734,16,12,592,Arizona,32.76336786608627,109.74408440099216
259,1734,16,12,589,Arizona,35.042442010428275,112.14456356281558
260,1734,16,12,589,Arizona,31.58685223729228,109.44870514838304
261,1734,16,12,585,Arizona,32.82815272628119,110.45098698931874
262,1734,16,12,574,Arizona,31.99398403576107,112.51135149439962
263,1734,16,12,574,Arizona,34.81540386216136,112.51137441079304
264,1734,16,12,567,Arizona,32.147652707012696,112.87353503617966
265,1717,16,12,567,Arizona,36.81088468303574,109.2616109638328
266,1679,16,12,558,Arizona,36.4652569883262,109.57116351525512
267,1543,16,12,556,Arizona,36.77904726185151,110.20845080024272
268,1487,16,12,540,Arizona,33.23848010469237,114.43147842550768
269,1487,16,12,536,Arizona,32.72846167242396,112.71847459377464
270,1487,16,12,527,Arizona,34.314324574670025,111.95448637567868
271,1487,16,12,526,Arizona,33.18739485441102,110.34309801074042
272,1487,16,12,525,Arizona,32.66373107395365,110.00603843313974
273,1487,16,12,521,Arizona,32.68768181149977,113.63294060402444
274,1487,16,12,521,Arizona,35.38578421345363,109.59974552172756
275,1487,16,12,518,Arizona,36.85331515094328,114.5770066270648
276,1487,16,12,514,Arizona,35.774658764573495,112.32495275125513
277,1487,16,12,510,Arizona,33.10621693447985,110.33123261412044
278,1487,16,12,509,Arizona,35.21522972549403,111.13631558022088
279,1487,16,12,509,Arizona,32.51151489112831,113.6611278613478
280,1487,16,12,506,Arizona,35.20735853600156,113.6743560547656
281,1487,16,12,504,Arizona,32.17203061293632,109.6649153207313
282,1487,16,12,501,Arizona,36.7991091846852,110.42138447174898
283,1487,16,12,498,Arizona,33.265980524507164,113.2874241543191
284,1487,16,12,495,Arizona,34.664572598703586,112.00840364600091
285,1487,16,12,494,Arizona,36.717025479245535,110.04604305330407
286,1487,16,12,488,Arizona,35.3077083378053,111.61356430917436
287,1487,16,12,488,Arizona,35.88733284442909,109.74145330790948
288,1487,16,12,479,Arizona,33.517182103884934,109.07387594882805
289,1487,16,12,479,Arizona,34.50867418016697,113.52208846324925
290,1487,16,12,479,Arizona,34.94594279644848,113.27105564003458
291,1487,16,12,479,Arizona,33.48180320637259,114.12950605751072
292,1487,16,12,479,Arizona,32.40052987016128,113.77937082952712
293,1487,16,12,464,Arizona,36.11893331624368,112.18694174728104
294,1487,16,12,463,Arizona,35.36262800344676,110.70330870795208
295,1487,16,12,460,Arizona,36.64449363106137,113.3696320538712
296,1487,16,12,459,Arizona,31.563193537549083,110.32564392907685
297,1487,16,12,455,Arizona,31.437737695402557,110.78960096365154
298,1487,16,9,454,Arizona,31.48418444546435,113.95294285635374
299,1487,16,9,449,Arizona,35.96962352772295,111.31301548531172
300,1487,16,9,445,Arizona,33.70224850196311,113.7010443497383
301,1486,16,9,440,Arizona,35.425452765167506,113.44173409680108
302,1386,16,9,437,Arizona,35.69065338502192,109.84958117075004
303,1308,16,9,435,Arizona,36.23787367169833,111.99669620804036
304,1239,16,9,425,Arizona,32.24669269037792,109.79561179383424
305,1239,16,9,424,Arizona,34.25886513130969,110.21912623130758
306,1239,16,9,419,Arizona,36.13212078798985,110.65708910541932
307,1239,16,9,415,Arizona,34.491969368338275,114.79033633891927
308,1239,16,9,415,Arizona,32.75698519992132,111.75066621282528
309,1239,16,9,413,Arizona,31.560551971044923,112.52268541521508
310,1239,16,9,413,Arizona,36.68201996442835,111.49104096952216
311,1239,16,9,410,Arizona,36.95189204613989,112.62606450770444
312,1239,16,9,409,Arizona,34.413414307450815,112.75540367017018
313,1239,16,9,407,Arizona,34.62580130465087,113.3587740937882
314,1239,16,9,406,Arizona,36.12585929599888,113.8191653942206
315,1239,16,9,401,Arizona,34.05578079948938,111.81337465414872
316,1239,16,9,401,Arizona,35.66351628582909,113.62271076563928
317,1239,16,9,393,Arizona,35.4839045568844,113.63464147194564
318,1239,16,9,392,Arizona,36.93987921145416,113.06265879553874
319,1239,16,9,386,Arizona,35.38637141794807,113.2990579476086
320,1239,16,9,382,Arizona,34.82559599521308,110.96808131885751
321,1239,16,9,382,Arizona,34.07824960822749,110.77387029517853
322,1239,16,9,381,Arizona,33.86134908869486,112.91546275556148
323,1239,16,9,381,Arizona,31.372917092512157,114.74517472634987
324,1239,16,9,381,Arizona,36.58138404711944,109.23600749524248
325,1158,16,9,381,Arizona,32.21051820631948,111.90652407199198
326,1084,16,9,379,Arizona,35.4924753872791,109.69860317026928
327,991,16,9,377,Arizona,33.837703305850724,111.64670359944056
328,991,16,9,367,Arizona,36.84395327290537,112.95603450275183
329,991,16,9,367,Arizona,36.65515082026399,110.69514805820396
330,991,16,9,367,Arizona,35.08790336198868,112.1659834242657
331,991,16,9,364,Arizona,36.4581484964267,112.56608838840675
332,991,16,9,363,Arizona,35.463772344421685,109.86895171078326
333,991,16,9,361,Arizona,33.221966227751416,110.00551219642198
334,991,16,9,360,Arizona,32.933767855762504,113.16840201555809
335,991,16,9,360,Arizona,36.67592011433669,112.20697226183589
336,991,16,9,355,Arizona,34.08283003142172,110.2916238512728
337,991,16,9,351,Arizona,33.644028703918195,113.31247520177185
338,991,16,9,350,Arizona,36.48061470588331,112.1410012609718
339,991,16,9,347,Arizona,36.93635839745664,111.44285606776182
340,991,16,9,346,Arizona,33.15990903616252,110.9147386823352
341,991,15,9,336,Arizona,31.99439505363357,113.54826829169414
342,991,14,9,335,Arizona,32.719994211913324,112.36436900378304
343,991,13,9,333,Arizona,33.95969049167047,112.2027861466526
344,991,13,9,326,Arizona,35.8738030013377,114.69235108197476
345,991,13,9,326,Arizona,36.237036508453166,113.48413577097875
346,991,13,9,323,Arizona,35.28317735867877,109.86118287197162
347,991,13,9,321,Arizona,36.393888760722376,111.0068381154737
348,991,13,9,319,Arizona,33.84543483130061,110.44029110774076
349,991,13,9,317,Arizona,35.69973613299169,111.77704852244266
350,991,13,9,317,Arizona,32.94118388031033,112.10593348765336
351,991,13,9,317,Arizona,32.61167100737927,113.96711301179472
352,991,13,9,317,Arizona,31.71055241313673,109.1027927035699
353,991,13,9,317,Arizona,35.5143114275208,111.79075762521194
354,991,13,9,317,Arizona,33.55171407735957,112.55246390391564
355,991,13,9,317,Arizona,34.30695679960138,111.84812117390152
356,991,13,9,317,Arizona,36.34403795987728,112.89738439981768
357,991,13,9,317,Arizona,31.391894958889527,114.3004870061934
358,991,13,9,317,Arizona,36.44496440070205,110.59453984300774
359,991,11,9,317,Arizona,32.45250222072263,111.5293963660632
360,991,11,9,317,Arizona,32.284983617494426,112.9930256655202
361,991,10,9,317,Arizona,32.931916238205105,111.11875333632676
362,991,10,9,317,Arizona,34.692384879390744,112.9188062614668
363,991,10,9,317,Arizona,34.429675451731484,111.14457413192878
364,991,9,9,317,Arizona,33.35869080045705,109.10064233593448
365,991,9,9,317,Arizona,33.33995667420008,110.93577054848468
366,991,9,9,317,Arizona,35.86130540404513,109.71558114689104
367,991,9,9,317,Arizona,31.94618807165594,111.2905424290758
368,991,8,9,317,Arizona,32.429556397192485,113.39074035903116
369,991,8,9,317,Arizona,31.428190436983133,113.15080442802522
370,991,8,9,316,Arizona,35.05136146576638,110.6694194099814
371,991,8,9,314,Arizona,32.47063100577319,110.46878288872809
372,991,8,9,314,Arizona,34.66642005785248,114.0647522466474
373,991,8,9,313,Arizona,32.41393696944652,113.92880854718558
374,991,8,9,312,Arizona,31.77942570338092,112.89245305980734
375,991,8,9,312,Arizona,34.37626738712642,113.97787373198904
376,991,8,9,311,Arizona,35.516941388632475,109.56647415371104
377,991,8,9,311,Arizona,32.30369695629325,111.75580330431772
378,991,8,9,308,Arizona,34.57576243041129,112.29879125742174
379,961,8,9,308,Arizona,35.795565855032194,112.50162259081672
380,925,8,9,308,Arizona,36.76606584802398,114.64147493868413
381,743,8,9,305,Arizona,31.78431473273844,114.6531804730392
382,743,8,6,305,Arizona,36.6395814370067,111.45136730388754
383,743,8,6,302,Arizona,35.92465411248833,112.27638770348484
384,743,8,6,301,Arizona,31.60787780042041,114.28355775666978
385,743,8,6,299,Arizona,33.06039618805535,112.9826299022774
386,743,8,6,299,Arizona,33.625782229532675,111.8262471500713
387,743,8,6,296,Arizona,35.957447363386954,113.13442076166456
388,743,8,6,296,Arizona,35.62326309215521,111.39262630112516
389,743,8,6,296,Arizona,32.68753120843962,110.67905170443318
390,743,8,6,295,Arizona,32.16157390102604,113.19890995086388
391,743,8,6,293,Arizona,33.50086132142435,113.08653062191812
392,743,8,6,293,Arizona,34.108953920601145,111.56165829271596
393,743,8,6,293,Arizona,33.52783902934775,109.80651215221792
394,743,8,6,291,Arizona,35.88013509414337,110.67643602882876
395,743,8,6,287,Arizona,36.782424889201145,112.87531604433428
396,743,8,6,287,Arizona,33.069699599886135,109.58589010050255
397,743,8,6,285,Arizona,31.526159327311984,110.6209918823642
398,743,8,6,284,Arizona,32.87678917315768,112.43372501838827
399,743,8,6,283,Arizona,36.07020192621786,112.69086469028775
400,743,8,6,280,Arizona,32.538740610715216,110.8364637666768
401,743,8,6,278,Arizona,36.15775771873036,109.1729000266612
402,743,8,6,276,Arizona,32.73321588456742,110.48705208857696
403,743,8,6,275,Arizona,34.664215640208,109.5382045984656
404,743,8,6,275,Arizona,33.85602895951215,110.23955616665404
405,743,8,6,275,Arizona,35.85380968282467,113.64835523219338
406,589,8,6,273,Arizona,35.75093451952559,113.81379691770576
407,495,8,6,270,Arizona,31.44461246160542,111.47820446013634
408,495,8,6,269,Arizona,36.73423722872845,111.94861713283086
409,495,8,6,269,Arizona,34.11661972061654,109.95712799216976
410,495,8,6,266,Arizona,36.94244789521094,114.73284267382306
411,495,8,6,263,Arizona,35.68002149670442,112.07498136652586
412,495,8,6,261,Arizona,36.83234729806532,109.13627645205656
413,495,8,6,257,Arizona,34.38864900350324,110.9068986523789
414,495,8,6,256,Arizona,35.33523268191862,112.95140182492656
415,495,8,6,256,Arizona,35.28864925009158,113.64467743751338
416,495,8,6,255,Arizona,35.99707987793589,113.44150871182296
417,495,8,6,253,Arizona,36.13912845348104,110.91928662361713
418,495,8,6,250,Arizona,36.99834137796318,112.43426791750572
419,495,8,6,250,Arizona,31.4647944991287,113.9663268983128
420,495,8,6,245,Arizona,35.638179174069265,113.45891239973554
421,495,8,6,243,Arizona,34.361027453899545,111.25804100751154
422,495,8,6,243,Arizona,36.29860514793653,110.5252876493932
423,495,8,6,242,Arizona,34.7331519199493,109.05117131159142
424,495,8,6,240,Arizona,35.793221581287824,109.85344467059812
425,495,8,6,240,Arizona,32.122941446171176,112.50409987696445
426,495,8,6,240,Arizona,36.22457628914262,110.53929315614188
427,495,8,6,239,Arizona,36.23687549527496,109.52166684508376
428,495,8,6,239,Arizona,31.750175426761487,111.56438666242444
429,495,8,6,238,Arizona,33.19165009985761,113.6811051818558
430,495,8,6,238,Arizona,36.16420035396085,110.13110082663944
431,495,8,6,238,Arizona,32.003384224389954,110.69216883073284
432,495,6,6,238,Arizona,34.495744595001895,112.25999283658209
433,495,6,6,238,Arizona,35.23613389158041,111.0010294228304
434,495,6,6,237,Arizona,35.358428198243736,109.42101947410148
435,495,6,6,237,Arizona,35.96323603331444,113.1762323303676
436,495,5,3,236,Arizona,34.476216593632415,114.10668656889013
437,495,5,3,235,Arizona,31.74898046125033,113.44607565706964
438,495,5,3,235,Arizona,34.03727434278832,114.08201184230356
439,495,5,3,235,Arizona,32.50448327537463,109.87104066382796
440,495,5,3,234,Arizona,35.956186309099955,114.54198815883544
441,495,5,3,234,Arizona,35.42165590205495,109.99621959462836
442,495,5,3,234,Arizona,36.29835292960955,112.29446546829932
443,495,5,3,233,Arizona,35.721987538983235,110.37813336334476
444,495,5,3,233,Arizona,34.03235417891415,109.76147372174644
445,495,5,3,232,Arizona,33.748898387813625,109.3160501067814
446,401,5,3,231,Arizona,32.5405654340166,109.57401080092428
447,304,5,3,230,Arizona,35.82848834479771,114.66009818227322
448,275,4,1,229,Arizona,33.43387229321095,114.2745942070795
449,247,4,1,228,Arizona,31.568185202199256,112.84360007568074
450,247,3,1,226,Arizona,31.426532787034688,114.62765484925568
